"time";"fahrgeschwindigkeit"
"2010-08-20T14:38:23";6.662999999999999
"2010-08-20T14:38:38";4.4959999999999996
"2010-08-20T14:38:53";14.843999999999998
"2010-08-20T14:39:08";6.419
"2010-08-20T14:39:23";4.848
"2010-08-20T14:39:38";5.417
"2010-08-20T14:39:53";5.715
"2010-08-20T14:40:08";5.226999999999999
"2010-08-20T14:40:23";5.688
"2010-08-20T14:40:38";5.8229999999999995
"2010-08-20T14:40:53";5.904999999999999
"2010-08-20T14:41:08";5.363
"2010-08-20T14:41:23";5.0649999999999995
"2010-08-20T14:41:38";5.606999999999999
"2010-08-20T14:41:53";5.579999999999999
"2010-08-20T14:42:08";10.455
"2010-08-20T14:42:23";11.702
"2010-08-20T14:42:38";6.284
"2010-08-20T14:42:53";6.364999999999999
"2010-08-20T14:43:08";6.528
"2010-08-20T14:43:23";6.662999999999999
"2010-08-20T14:43:38";6.257
"2010-08-20T14:43:53";6.311
"2010-08-20T14:44:08";6.257
"2010-08-20T14:44:23";5.8229999999999995
"2010-08-20T14:44:38";5.9319999999999995
"2010-08-20T14:44:53";6.1209999999999996
"2010-08-20T14:45:08";6.066999999999999
"2010-08-20T14:45:23";5.959
"2010-08-20T14:45:38";6.013
"2010-08-20T14:45:53";6.148
"2010-08-20T14:46:08";6.446
"2010-08-20T14:46:23";6.528
"2010-08-20T14:46:38";6.662999999999999
"2010-08-20T14:46:53";6.744
"2010-08-20T14:47:08";14.546
"2010-08-20T14:47:23";15.114999999999998
"2010-08-20T14:47:38";5.795999999999999
"2010-08-20T14:47:53";5.8229999999999995
"2010-08-20T14:48:08";6.284
"2010-08-20T14:48:23";6.3919999999999995
"2010-08-20T14:48:38";6.6899999999999995
"2010-08-20T14:48:53";6.88
"2010-08-20T14:49:08";6.960999999999999
"2010-08-20T14:49:23";6.9879999999999995
"2010-08-20T14:49:38";7.015
"2010-08-20T14:49:53";4.7669999999999995
"2010-08-20T14:50:08";15.169
"2010-08-20T14:50:23";14.978999999999997
"2010-08-20T14:50:38";6.364999999999999
"2010-08-20T14:50:53";7.178
"2010-08-20T14:51:08";7.34
"2010-08-20T14:51:23";7.286
"2010-08-20T14:51:38";7.2589999999999995
"2010-08-20T14:51:53";7.286
"2010-08-20T14:52:08";7.395
"2010-08-20T14:52:23";6.799
"2010-08-20T14:52:38";6.446
"2010-08-20T14:52:53";5.5249999999999995
"2010-08-20T14:53:08";4.659
"2010-08-20T14:53:23";5.417
"2010-08-20T14:53:38";7.069
"2010-08-20T14:53:53";5.606999999999999
"2010-08-20T14:54:08";5.742
"2010-08-20T14:54:23";5.9319999999999995
"2010-08-20T14:54:38";6.148
"2010-08-20T14:54:53";6.093999999999999
"2010-08-20T14:55:08";6.23
"2010-08-20T14:55:23";6.9879999999999995
"2010-08-20T14:55:38";6.906999999999999
"2010-08-20T14:55:53";7.015
"2010-08-20T14:56:08";5.444
"2010-08-20T14:56:23";6.906999999999999
"2010-08-20T14:56:38";6.853
"2010-08-20T14:56:53";7.232
"2010-08-20T14:57:08";14.708
"2010-08-20T14:57:23";6.257
"2010-08-20T14:57:38";6.582
"2010-08-20T14:57:53";6.717
"2010-08-20T14:58:08";6.799
"2010-08-20T14:58:23";6.744
"2010-08-20T14:58:38";6.799
"2010-08-20T14:58:53";6.960999999999999
"2010-08-20T14:59:08";7.0969999999999995
"2010-08-20T14:59:24";3.9269999999999996
"2010-08-20T14:59:39";15.304
"2010-08-20T14:59:54";5.444
"2010-08-20T15:00:09";
"2010-08-20T15:00:24";
"2010-08-20T15:00:39";
"2010-08-20T15:00:54";
"2010-08-20T15:01:09";
"2010-08-20T15:01:24";
"2010-08-20T15:01:39";
"2010-08-20T15:01:54";
"2010-08-20T15:02:09";
"2010-08-20T15:02:24";
"2010-08-20T15:02:39";
"2010-08-20T15:20:04";4.2250000000000005
"2010-08-20T15:20:19";4.686
"2010-08-20T15:20:34";4.632
"2010-08-20T15:20:49";4.739999999999999
"2010-08-20T15:21:04";4.4959999999999996
"2010-08-20T15:21:19";4.55
"2010-08-20T15:21:34";5.092
"2010-08-20T15:21:49";4.7669999999999995
"2010-08-20T15:22:04";4.659
"2010-08-20T15:22:19";5.335999999999999
"2010-08-20T15:22:34";4.468999999999999
"2010-08-20T15:22:49";6.311
"2010-08-20T15:23:04";5.119
"2010-08-20T15:23:19";4.848
"2010-08-20T15:23:34";5.5249999999999995
"2010-08-20T15:23:49";
"2010-08-20T15:24:04";12.892999999999999
"2010-08-20T15:24:19";5.282
"2010-08-20T15:24:34";5.335999999999999
"2010-08-20T15:24:49";5.363
"2010-08-20T15:25:04";5.768999999999999
"2010-08-20T15:25:19";6.013
"2010-08-20T15:25:34";5.471
"2010-08-20T15:25:49";5.0649999999999995
"2010-08-20T15:26:04";5.579999999999999
"2010-08-20T15:26:19";7.476
"2010-08-20T15:26:34";3.521
"2010-08-20T15:26:49";3.981
"2010-08-20T15:27:04";3.8459999999999996
"2010-08-20T15:27:19";3.033
"2010-08-20T15:27:34";3.142
"2010-08-20T15:27:49";4.7940000000000005
"2010-08-20T15:28:04";4.468999999999999
"2010-08-20T15:28:19";3.44
"2010-08-20T15:28:34";2.275
"2010-08-20T15:28:49";2.5189999999999997
"2010-08-20T15:29:04";3.981
"2010-08-20T15:29:19";4.0360000000000005
"2010-08-20T15:29:34";4.1979999999999995
"2010-08-20T15:29:49";4.7669999999999995
"2010-08-20T15:30:04";4.7940000000000005
"2010-08-20T15:30:19";4.361
"2010-08-20T15:30:34";5.037999999999999
"2010-08-20T15:30:49";3.06
"2010-08-20T15:31:04";5.6339999999999995
"2010-08-20T15:31:19";6.582
"2010-08-20T15:31:34";5.9319999999999995
"2010-08-20T15:31:49";5.6610000000000005
"2010-08-20T15:32:04";5.715
"2010-08-20T15:32:19";6.257
"2010-08-20T15:32:34";5.497999999999999
"2010-08-20T15:32:49";5.959
"2010-08-20T15:33:04";6.23
"2010-08-20T15:33:19";5.579999999999999
"2010-08-20T15:33:34";5.417
"2010-08-20T15:33:49";5.9319999999999995
"2010-08-20T15:34:04";6.066999999999999
"2010-08-20T15:34:19";6.093999999999999
"2010-08-20T15:34:34";6.473999999999999
"2010-08-20T15:34:49";6.473999999999999
"2010-08-20T15:35:04";6.337999999999999
"2010-08-20T15:35:19";6.3919999999999995
"2010-08-20T15:35:34";5.986
"2010-08-20T15:35:49";15.494
"2010-08-20T15:36:04";15.222999999999999
"2010-08-20T15:36:19";4.361
"2010-08-20T15:36:34";5.226999999999999
"2010-08-20T15:36:49";5.417
"2010-08-20T15:37:04";5.553
"2010-08-20T15:37:19";4.875
"2010-08-20T15:37:34";3.4939999999999998
"2010-08-20T15:37:49";5.119
"2010-08-20T15:38:04";5.335999999999999
"2010-08-20T15:38:19";5.959
"2010-08-20T15:38:34";11.837
"2010-08-20T15:38:49";5.444
"2010-08-20T15:39:04";5.037999999999999
"2010-08-20T15:39:19";4.279
"2010-08-20T15:39:34";5.363
"2010-08-20T15:39:49";5.553
"2010-08-20T15:40:04";5.715
"2010-08-20T15:40:19";5.5249999999999995
"2010-08-20T15:40:34";9.995
"2010-08-20T15:40:49";6.528
"2010-08-20T15:41:04";4.117
"2010-08-20T15:41:19";6.311
"2010-08-20T15:41:34";5.877999999999999
"2010-08-20T15:41:49";9.777999999999999
"2010-08-20T15:42:04";8.099
"2010-08-20T15:42:19";6.799
"2010-08-20T15:42:34";6.013
"2010-08-20T15:42:49";9.642999999999999
"2010-08-20T15:43:04";11.404
"2010-08-20T15:43:19";15.249999999999998
"2010-08-20T15:43:34";4.306
"2010-08-20T15:43:49";4.901999999999999
"2010-08-20T15:44:04";5.199999999999999
"2010-08-20T15:44:19";5.768999999999999
"2010-08-20T15:44:34";5.742
"2010-08-20T15:44:49";5.904999999999999
"2010-08-20T15:45:04";5.715
"2010-08-20T15:45:19";5.688
"2010-08-20T15:45:34";5.877999999999999
"2010-08-20T15:45:49";6.066999999999999
"2010-08-20T15:46:04";6.311
"2010-08-20T15:46:19";6.364999999999999
"2010-08-20T15:46:34";5.877999999999999
"2010-08-20T15:46:49";5.851
"2010-08-20T15:47:04";14.328999999999999
"2010-08-20T15:47:19";10.021999999999998
"2010-08-20T15:47:34";14.925
"2010-08-20T15:47:49";15.195999999999998
"2010-08-20T15:48:04";15.277
"2010-08-20T15:48:19";15.169
"2010-08-20T15:48:34";14.952
"2010-08-20T15:48:49";15.005999999999998
"2010-08-20T15:49:04";
"2010-08-20T15:49:19";
"2010-08-20T15:49:34";15.439999999999998
"2010-08-20T15:49:49";15.005999999999998
"2010-08-20T15:50:04";15.222999999999999
"2010-08-20T15:50:19";15.249999999999998
"2010-08-20T15:50:34";14.978999999999997
"2010-08-20T15:50:49";15.142
"2010-08-20T15:51:04";12.053999999999998
"2010-08-20T15:51:19";2.5189999999999997
"2010-08-20T15:51:34";
"2010-08-20T15:51:49";5.173
"2010-08-20T15:52:04";2.7079999999999997
"2010-08-20T15:52:19";2.654
"2010-08-20T15:52:34";2.5999999999999996
"2010-08-20T15:52:49";2.627
"2010-08-20T15:53:04";4.361
"2010-08-20T15:53:19";5.335999999999999
"2010-08-20T15:53:34";5.335999999999999
"2010-08-20T15:53:49";5.795999999999999
"2010-08-20T15:54:04";5.308999999999999
"2010-08-20T15:54:19";5.417
"2010-08-20T15:54:34";2.654
"2010-08-20T15:54:49";4.143999999999999
"2010-08-20T15:55:04";4.632
"2010-08-20T15:55:19";5.742
"2010-08-20T15:55:34";5.851
"2010-08-20T15:55:49";
"2010-08-20T15:56:04";0.8929999999999999
"2010-08-20T15:56:19";0.9199999999999999
"2010-08-20T15:56:34";
"2010-08-20T15:56:49";4.632
"2010-08-20T15:57:04";4.848
"2010-08-20T15:57:19";4.875
"2010-08-20T15:57:34";5.579999999999999
"2010-08-20T15:57:49";4.739999999999999
"2010-08-20T15:58:04";5.255
"2010-08-20T15:58:19";5.795999999999999
"2010-08-20T16:18:43";5.497999999999999
"2010-08-20T16:18:58";5.6339999999999995
"2010-08-20T16:19:13";5.255
